Date,Time,CO_GT,PT08_S1_CO,NMHC_GT,C6H6_GT,PT08_S2_NMHC,NOx_GT,PT08_S3_NOx,NO2_GT,PT08_S4_NO2,PT08_S5_O3,Temperature,Humidity,Absolute_Humidity
2023-01-01,00:00:00,3.745401188473625,777.6993932579295,204.6822734943624,33.6351497104449,1357.9938174253891,817.5892645410121,1472.385431116733,38.62373826986598,1580.4018859210935,1870.3670171040424,21.209224554000954,52.642444919060445,1.481459482301084
2023-01-01,01:00:00,9.50714306409916,1312.851421067537,198.79151962879993,39.834069859568615,1708.1484939499794,973.1995357812917,758.5795431577494,109.65081355094208,1530.9245066196916,1288.0407227292471,19.987362886942098,21.031905738426715,0.6200488546489049
2023-01-01,02:00:00,7.319939418114051,1809.4187538146125,462.50183220841467,12.523394939624948,1640.2413946852384,1716.3674167442516,1808.5918450322224,418.9979864431724,643.6312979950364,1587.3654077541266,15.284617375085801,57.29943246004913,0.8634947171806084
2023-01-01,03:00:00,5.986584841970366,1598.3373296143418,199.81847993980244,31.243704980349946,730.8498570406605,713.0085528167897,1419.6743586038624,388.04881104240116,1883.8586073587,1154.0724469588818,28.218000103044638,35.18284989735663,1.6605190197188762
2023-01-01,04:00:00,1.5601864044243652,1709.8417217921747,208.7798904514524,28.587299157187434,723.8742046122109,1745.816885383734,735.8058253354313,188.3084918994305,1352.7083032352293,1445.0518663136572,24.298724815258865,14.187901344768195,1.2930287805182297
2023-01-01,05:00:00,1.5599452033620265,1488.175050066076,403.75930496718547,41.64151883941356,902.2615516173701,221.8621404045484,1943.5070862218101,200.869101331622,1045.5882817035263,1010.863906131678,35.97102976972011,85.89249261652519,1.891953592680567
2023-01-01,06:00:00,0.5808361216819946,1538.4148467767786,279.895936980216,45.304353024063026,1041.612089511556,1564.75695255683,1277.548195002981,276.10612810571814,1634.80787524296,951.7385296781681,10.963287414461748,61.31922952514302,1.1431271125120315
2023-01-01,07:00:00,8.661761457749352,1773.793477347979,410.6842227820725,0.6078385738693404,1112.6833721127239,1702.7178844567359,609.3476778074825,20.115682248864584,886.0481876024511,1367.3446792542704,29.31603782665379,80.15351454966776,1.8047185487208846
2023-01-01,08:00:00,6.011150117432088,874.5020132887789,126.14646302575409,33.700995952939635,1519.545825250018,404.5444230328106,1440.2493566226008,135.79728129825338,1540.2647555694807,1247.1945112759704,32.888466355346836,64.08448040106025,1.1734331562173563
2023-01-01,09:00:00,7.080725777960454,1234.1374454647107,295.02847746935373,2.5917899559864512,585.0206482487531,889.1757381257909,879.7983605192153,119.95126813194292,559.5668113583708,1369.3045537249716,32.78459707564921,38.55869537120903,1.968872418052978
2023-01-01,10:00:00,0.20584494295802447,831.8141627294033,113.44544007331305,27.442933253867796,552.0090563390996,372.72456059412843,1705.5401778159537,140.23181443988648,1759.112056413908,929.9908719305345,36.58221901286575,51.01504578630491,1.9397515720983152
2023-01-01,11:00:00,9.699098521619943,1981.5020119949704,125.0612813821418,14.38163645218391,1087.8658444158636,1427.8780515387245,1726.7331103492859,406.83480441605184,1172.2562705319779,1050.4367477254928,31.871012284884824,64.05974082777416,0.9937050583341205
2023-01-01,12:00:00,8.324426408004218,1916.0890095299198,462.57498133776437,15.33882997610706,1545.7455382069707,1093.9281477202305,1968.4210337819927,154.2434511422927,1455.0393715369125,625.846940943364,37.83430184943089,86.820186016115,1.828885505625205
2023-01-01,13:00:00,2.1233911067827616,559.1402170527589,155.69814844703808,17.64792517261783,790.1530144347239,1288.880526081226,1252.8042965367556,111.93023458407112,831.8567297100255,578.4145584083086,19.979697994626743,30.29355672973572,1.7714170613234739
2023-01-01,14:00:00,1.8182496720710062,1558.3627587735327,312.96827291008685,31.064622452480506,1462.2567218843774,433.14958556461175,1182.4353195916055,262.0464611806551,1515.610568987672,880.1856945095244,25.09628250254629,79.99816468992941,0.8160205959913442
2023-01-01,15:00:00,1.8340450985343382,1887.8724761234987,264.4382410402826,16.70249828343846,889.7422069104491,462.9044310022181,1630.2134081697209,435.50961745891135,1658.3604138399148,611.3702889958187,10.42238989848672,83.92622442354156,1.4364356011749044
2023-01-01,16:00:00,3.0424224295953772,770.8630176910003,238.93733050353708,36.63495252951402,1829.1291632202744,130.91978474431744,698.7059845128898,135.84785784199994,1209.819780326598,655.662062952111,10.208727619098736,63.633241172716524,0.6090234733847223
2023-01-01,17:00:00,5.247564316322379,1351.9178458289443,459.933338274909,20.226369278693486,1843.534916399925,678.031693631673,1320.3732706896863,57.69739654054337,1426.5903860926915,1719.3926080909057,17.203798613545597,84.50133019210702,1.7550660808751926
2023-01-01,18:00:00,4.319450186421157,1873.2324463820628,108.7293587101958,3.4176600154979306,945.9308064219897,1141.502089600666,1319.3714001962765,191.07427320783904,1184.4888857335977,558.310545525034,13.024215914172558,41.83028699818948,0.7618188252552448
2023-01-01,19:00:00,2.9122914019804194,550.9189678786983,365.51587447023564,39.187992124205365,844.9906309448608,1722.973082294791,634.2096842155809,378.87287579118936,1841.1370538867682,1488.4141909021141,17.80634103807261,86.24129408323542,0.6062220520786468
2023-01-01,20:00:00,6.118528947223795,1546.1304008702598,485.35777368542017,14.2879162296353,1116.9559580993468,1350.5085225444275,1126.9761282603704,284.3314614535014,1246.8037707714789,908.8366232231008,15.311298835851922,66.22263017327799,1.1003286433082167
2023-01-01,21:00:00,1.3949386065204183,946.0235110588262,324.0672733847368,21.638343979963132,860.7973777702231,899.0228306295153,1779.927197850803,412.0608173956868,1762.7130635432284,1807.3185210621896,10.855600745159448,13.360461393504952,1.3653832078994652
2023-01-01,22:00:00,2.9214464853521815,1886.5942930647957,474.7289848132367,34.27219416109508,1508.5757649375555,1908.5842230685687,1784.2304329919905,480.6042308524323,1702.0280874053728,1227.4884268662495,37.27912439218149,82.54982654552423,1.7823754378396566
2023-01-01,23:00:00,3.663618432936917,1956.5873677480517,120.9031517144095,16.6228078574356,1739.0970268224282,1452.528141122872,648.8564973795214,400.47798884077616,1115.757232022535,958.3646889917386,10.246693941666745,48.75782472265541,1.9613637882826047
